comment_text,label
"{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON",highly-toxic
"""

 Minor typo 

The passage on Augustine included this typo: """"After the fall of humanity they are now experiencing dramatic combat between oneanoilop"""". I'm not sure how this typo could have happened, but I'm assuming the author was trying to say something along the lines of """"one another"""", so I changed it.""",non-toxic
"""Some About.com """"guides"""" are experts, some art not. Some of their content is well-sourced, others are not. It seems to me the common-sense approach here is to leave the site itself open, and make no policy pronouncements regarding its suitability. Instead, individual editors can be encouraged to challenged content that is sourced to About.com that is not verifiable or is poorly sourced.   

""",non-toxic
"Dude, I gave you evidence!! What the fuck",toxic
"hey bitch 

you are THE biggest faggot ever! i know you like that cock in ypur ass and all but do you even feel it anymore or is it like throwing a hotdog down a hallway? oh yeah by the way your aunt just called she says she wants you out of her basement and she wants you to get a real job you little bitch and one more thing i heard you weigh 422 pounds ive got a tip...get active and eat subway you little bitch!",highly-toxic
"Table 

Change it back to the list,is is so stupid and takes longer to change and edit stuff here

My vote is to change it back.

Agrees:

1

Disagrees:

0",toxic
"""

 Happy thanksgiving 

dinner for one ??  — Preceding unsigned comment added by  (talk • contribs)    — Preceding unsigned comment added by  (talk • contribs)  """,non-toxic
"You
You sound like a fucking loser.",highly-toxic
"The disbandment and regrouping is noted in the info box, but their history simply ends with the original disbandment on this page. Someone needs to write about MaxNormal.TV and Die Antwoord.",non-toxic
"""Edited to Add: Quoting your previous post: """"While you probably didn't intend any offense"""" And responding: Fuck, yeah, I intended offense. Your officious assholish attitude is highly offensive to me. I REALLY INTENDED TO OFFEND YOU, asswipe. If I didn't succeed in pissing you off and offending you then I failed. Bite me, moron.
""",toxic
But represented as a current Cause or in a historical context? I personally wouldn't mind putting somewhere else as Background/Historical stuff. -BC aka,non-toxic
"""Why don't you start a proper discussion instead of reverting all my fucking edits. That sentence is from IMMEDIATELY after the match. The total was revised because one """"save"""" wasn't a save. All official FIFA documentation shows 15 saves. Leave them all at 15 and then have the goddamn discussion. Start a discussion somewhere and I will fucking participate. PS: fuck you.

""",toxic
"ISO 639-3 

I started List of ISO 639-1 codes. In future this could be a reference point for a code transition. I you like to add some codes or general thoughts, I am happy -)  (Talk)",non-toxic
"fuck the police f
XRAP ROCK LIT POP COUNTRY R&B; NEWS HISTORY SPORTS SCREEN LAW TECH META
GENIUS
Open in App
Weeaboo Song
Pink Guy
FacebookTwitter Share Play
[Verse 1]
Konnichiwa, senpai
Please notice me
I watch Asian cartoons
I'm a weeaboo

I live in my mom's house
I'm like 32
I collect swords and throwing stars
'Cause I'm a weeaboo

Sticks and stones may break my bones
But I will always be one step ahead of you
Because I read the manga
(You're such a fucking pleb, are you even even Japanese bro?)

I haven't showered in like 16 weeks
All my friends and peers are ashamed of me
'Cause all of a sudden
I think I'm Japanese

[Chorus]
Yes, I'm a weeaboo (x4)
A filthy weeaboo
(Naruto's so overrated)
A dirty weeaboo
(You wanna see my katana collection?)
A fucking weeaboo
(I'm learning Japanese on Rosetta Stone)
A disgusting weeaboo
(So I'm like basically Japanese now)

[Verse 2]
I sit at my computer desk
And argue with teenagers on the internet
About atheism
And how Japan is superior to other countries
I learned a bit of Japanese
So now i'm qualified to be a part of their community
So i made my avatar a kawaii waifu

[Chorus]
Yes, I'm a weeaboo
(Uh duh, everybody wears kimonos)
Yes, I'm a weeaboo
(Ninjas are still real, okay?)
Yes, I'm a weeaboo
(Uh, k-konnichiwa)
Yes, I'm a weeaboo
(Domo arigato)
A filthy weeaboo
(...)
A dirty weeaboo
A fucking weeaboo
YOU MIGHT ALSO ENJOY
FAFSA, Free Application for Federal Student Aid by Federal Student Aid
GSA Mentor-Protege Program (Subpart 519.70) by U.S. General Services Administration
Rappers And Their Gang Affiliations by Rap Genius
Where My Baes At? by Miranda Sings
About Genius Tech Jobs Sign in Contact us
© 2015 Genius Media Group Inc.

“Weeaboo Song” by Pink Guy
But I will always be one step ahead of you / Because I read the manga
Show all annotations (1 more)",toxic
sarah palin is an ass kissing mother fucking loser with a melon in her hair. she sucks eggs that are from her brain-yuck stupid!- she is a bitch there i said it she is a sucker with a big bitch thing and a bitchy attitude about life. she is horribly radical with religion she is a fucker stupid idiot with fucking shit in here face,highly-toxic
"ANYONE WHO SUPPORTS THIS IS FUCKING SICK. MEN AND UNDERAGED FUCKING KIDS?????????????????????????????? WHAT IN THE FUCK YOU ALL SHOULD BE SHOT AND KILLED YOU BUNCH OF FUCKING FAGGOT PEDOPHILES

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE
DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIE

DIE DIE DIE DIE DI EDIE DIE DIE DIE DIENEW",highly-toxic
Why should I care? That crybaby came running and you turned out not to be neutral.,toxic
What a bunch of wanker's,toxic
"You know, you're free to do this yourself.  Wikipedia can be edited by anyone.",non-toxic
Fuck off and die you old timer,highly-toxic
"I wasn't aware of the rule on not linking to discussion forums (that would certainly remove all of the other Community links - after all, what is an online community if not a place for discussion?) However, notwithstanding that, the links, including the one I posted, are (were) to the main part of the website which provides more than just discussion forums. The link I posted, for example, contains reviews, articles, details on conventions, latest releases, clubs, and shops. I hope that you can agree that is a worthwhile addition to the article. At least until a decision can be made on the other community links. Thanks for taking the time to respond.",non-toxic
Could you explain how this is relevant to an article on the LaRouche movement? 71.95.204.10,non-toxic
"sockpuppet 

whose sockpuppet are you?",toxic
"""

I would be glad to, Noformation. A conflict of interest is defined as """"Where advancing outside interests is more important to an editor than advancing the aims of Wikipedia"""". The aims of Wikipedia is to produce a """"neutral, reliably sourced encyclopedia"""". My position is that editors from the rational-skeptic wikiproject and their ilk are NOT neutral in this subject, and in fact are incapable of being neutral because they do not have any hands on empirical experience with acupuncture, no specialist dedicated learning in it, have not taken the time to grapple with the unique and complex paradigm that contextualizes it, and thus their knowledge of it is incomplete and immature, and they are ill-equiped to provide a full, rounded, mature and neutral synthesis of the information available on this topic.

Now, as for myself, I will tell it straight, I work 12~15 hours per week in acupuncture practice, earning $35 per hour. Acupuncture practice is not my main source of income, in fact my only purpose for practicing acupuncture is to deepen my understanding of the art and sharpen my skills in it. It requires 10,000 hours of purposeful practice to become a master of any discipline, and one day I aim to achieve mastery in this discipline.

I refute the suggestion that those people who are most qualified, have the most experience, have done the most study, and are most knowledgeable and passionate about this subject should be excluded from editing on the grounds of COI. In fact these are the ones whose input is most valuable, far more valuable than the input of ivory-tower rational skeptics who only bother to attempt to understand acupuncture through a theoretical, critical and dismissive point of view. In fact, considering the tone of most editors on the acupuncture talk page, which emulates the tone of those """"Quackwatch"""" websites that proliferate on the web these days, and considering their devoted following of Edzard Ernst and their elevation of his work as the number 1 source on the page (literally), and their transparent agenda of """"de-bunking"""" the """"pseudo-science"""" they consider acupuncture to be, it rather seems to an objective observer that is those editors who are """" advancing outside interests"""" rather than being neutral, and thus they in breach of COI, as opposed to I.  """,non-toxic
"cheshire 

get a life dude, like this is a real trustworthy website, it is run by losers like you-not surprised your a geek,you paid for your wife and u live in toronto",toxic
"blow me, criticism IS constructive. 

Blow me Geoff.

I came here to find out about monkeywrenching which for god knows waht reason redirects to monkey wrench an article that has nothing to say about the subject.

Wiki is shit for that, and you are a huge piece of shit for reverting my change.

Fuck you.",toxic
"FUCK YOU 

Fuck You keep blocking me I'll keep coming back, Are so fucking bored that you have to sit around and fuck with me on the goddamn computer. Get a life ASSHOLE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",highly-toxic
"YOU!!! 

your birth certificate was an apology from the condom factory

you must've been born on a highway because that's where most accidents happen

shut up, you'll never be the man your mother is

it looks like your face caught on fire and someone tried to put it out with a fork

you dumbass

if you were twice as smart, you'd still be stupid

You must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.

I hear when you were a child your mother wanted to hire somebody to take care of you, but the mafia wanted too much.

We all sprang from apes, but you didn't spring far enough.
 
Do you have to leave so soon? I was just about to poison the tea.",toxic
